ID,OffensiveYardarge,Down,ToGo,TotalToGo,Formation,EPA,ScramblerStrength,BlockerStrength,DefenderStrength
2,7,2,4,69,3-4,0.426005,0.04024106073619201,0.03986718748264072,0.02969075780742726
57,2,3,1,31,4-3,0.90544500000000006,0.01625963808332278,0.0361047542210841,0.014508362137631962
66,8,3,7,43,0-0,1.529729,0.04024106073619201,0.03986718748264072,0.02612628009527837
104,13,1,10,37,3-4,0.732962,0.04024106073619201,0.03986718748264072,0.021543134954627445
131,6,2,9,74,3-4,0.076428,0.03732296859373035,0.03967516837635983,0.01793740484296605
159,3,3,6,71,0-0,-0.953115,0.03732296859373035,0.03967516837635983,0.01502437433045204
169,6,1,10,58,4-3,0.217168,0.0190038838273121,0.04132343770290404,0.024704899548479983
231,7,1,10,75,4-3,0.587494,0.0190038838273121,0.04132343770290404,0.03417051084274285
260,2,1,10,55,3-4,-0.256052,0.030967027012518366,0.03549909671984428,0.010808375445007434
278,2,1,10,42,3-4,-0.321738,0.030967027012518366,0.03549909671984428,0.03620308728750982
338,4,2,8,73,3-4,-0.183887,0.030967027012518366,0.03549909671984428,0.03938038032045957
409,8,1,10,76,4-3,0.904786,0.007066130927046504,0.042331760004245836,0.02236719569163445
415,12,2,8,45,4-3,1.142114,0.007066130927046504,0.042331760004245836,0.029448794097901694
416,3,1,10,33,4-3,-0.175229,0.007066130927046504,0.042331760004245836,0.029448794097901694
442,8,3,9,67,4-3,-0.208434,0.033768230363296674,0.03717675303231835,0.00826076762996901
454,1,1,10,64,4-3,-0.406513,0.033768230363296674,0.03717675303231835,0.018597398211487093
466,3,3,2,70,4-3,0.843285,0.033768230363296674,0.03717675303231835,0.016346333501152922
468,3,2,2,59,4-3,-0.06351,0.033768230363296674,0.03717675303231835,0.010420201844240438
513,5,3,5,40,0-0,1.341538,0.03796216075595333,0.03446802007773319,0.04295659064405559
542,6,3,8,73,0-0,-0.671385,0.03796216075595333,0.03446802007773319,0.04295659064405559
560,6,3,5,70,0-0,1.337844,0.023141448544722432,0.04219553610623163,0.023512464330371085
585,23,1,10,52,4-3,1.398429,0.03796216075595333,0.03446802007773319,0.028222858783144757
623,9,1,10,55,0-0,0.61186,0.03796216075595333,0.03446802007773319,0.028499403396040533
644,11,2,2,67,4-3,0.231801,0.046262635908784364,0.05799156209254766,0.00581561027438877
647,16,3,15,61,4-3,3.058514,0.046262635908784364,0.05799156209254766,0.0034289276807980052
657,3,1,20,69,4-3,-0.322399,0.046262635908784364,0.05799156209254766,0.0055374112263577874
659,10,3,6,55,4-3,1.560375,0.046262635908784364,0.05799156209254766,0.0034289276807980052
701,10,2,14,68,4-3,0.486379,0.046262635908784364,0.05799156209254766,0.0034289276807980052
730,6,1,10,49,4-3,0.164452,0.046262635908784364,0.05799156209254766,0.0031587826190266543
780,2,3,1,48,4-3,0.400713,0.011854745019880705,0.03659961964607415,0.016353721665872758
906,10,2,10,69,4-3,1.027323,0.011854745019880705,0.03659961964607415,0.02827139049352993
967,2,3,12,46,3-4,-1.084919,0.02520849962944511,0.029556172413161892,0.02580585566845192
1096,8,3,8,73,0-0,1.645999,0.020395248825219717,0.05300431051629475,0.016023695020676198
1175,3,1,10,33,3-4,-0.175229,0.005826642007296648,0.031765010644784576,0.03134144633182485
1243,8,1,10,65,4-3,0.727584,0.005826642007296648,0.031765010644784576,0.021109189326428048
1265,3,1,10,78,4-3,-0.299223,0.005826642007296648,0.031765010644784576,0.01916368166911336
1296,2,3,3,71,4-3,-1.10139,0.034504702145227065,0.03653071949347159,0.024682449733446146
1347,11,1,10,78,0-0,0.646588,0.034504702145227065,0.03653071949347159,0.0282386237147964
1394,4,1,10,26,3-4,-0.095901,0.034504702145227065,0.03653071949347159,0.021080692173812313
1410,1,2,1,66,3-4,-0.362535,0.0656582180798903,0.040371172852227945,0.03561358975508155
1420,10,2,11,76,3-4,0.761653,0.009620583780923406,0.034712080305243136,0.014727854322445342
1489,4,1,10,36,3-4,-0.11954,0.0656582180798903,0.040371172852227945,0.014158502873675396
1530,14,3,9,78,4-3,2.132069,0.009620583780923406,0.034712080305243136,0.021953974240788987
1531,5,1,10,64,3-4,0.147551,0.009620583780923406,0.034712080305243136,0.021953974240788987
1944,2,1,10,56,3-4,-0.23234,0.015147672864145013,0.03651305666637595,0.02854699104491681
1975,14,2,16,75,3-4,1.047244,0.03386908499876763,0.03974394314988115,0.011587438522229866
2259,13,2,9,74,4-3,1.385451,0.030967027012518366,0.03549909671984428,0.01935025700180697
2272,7,3,4,69,0-0,1.297407,0.013113629576540367,0.029233425629286713,0.028849416907874428
2340,4,1,10,75,4-3,-0.063134,0.030967027012518366,0.03549909671984428,0.01935025700180697
2378,21,1,10,75,4-3,1.167157,0.030967027012518366,0.03549909671984428,0.019358581874792086
2493,18,1,10,47,4-3,0.89006,0.005826642007296648,0.031765010644784576,0.008417258968963866
2644,2,2,7,72,4-3,-0.503911,0.03732296859373035,0.03967516837635983,0.03097404361105767
2760,2,4,1,31,3-4,2.008914,0.034504702145227065,0.03653071949347159,0.04240103768133652
2773,3,3,4,55,0-0,-0.672823,0.009871877969661443,0.036718727402598135,0.01505069265950312
2781,1,1,10,75,4-3,-0.517927,0.034504702145227065,0.03653071949347159,0.03211881941716351
2822,2,2,10,50,0-0,-0.609072,0.009871877969661443,0.036718727402598135,0.019192638402826683
2825,5,2,1,76,3-4,0.102677,0.034504702145227065,0.03653071949347159,0.023355493591146866
2826,2,1,10,71,4-3,-0.319564,0.034504702145227065,0.03653071949347159,0.03795193075190043
2845,5,3,7,38,3-4,-0.311609,0.034504702145227065,0.03653071949347159,0.029186396369906987
2867,11,3,6,60,4-3,1.625088,0.034504702145227065,0.03653071949347159,0.04063042999496165
2887,7,2,10,75,3-4,0.219162,0.023141448544722432,0.04219553610623163,0.031226034874241054
2923,4,1,10,61,3-4,-0.020287,0.02520849962944511,0.029556172413161892,0.033705086498324786
2982,5,3,2,62,3-4,0.964598,0.02520849962944511,0.029556172413161892,0.023238739888931527
2998,10,3,8,41,0-0,1.761396,0.0190038838273121,0.04132343770290404,0.02612628009527837
3049,4,2,10,56,0-0,-0.309418,0.0190038838273121,0.04132343770290404,0.02388148731981813
3252,2,1,10,54,3-4,-0.268651,0.03191924748466482,0.034528580581803595,0.026487548004599425
3513,9,2,15,61,3-4,0.366503,0.02954692254945959,0.037711463390559655,0.028712471762130466
3572,2,4,1,43,4-3,1.646021,0.009620583780923406,0.034712080305243136,0.022169731265728184
3704,10,3,9,54,0-0,1.831765,0.04024106073619201,0.03986718748264072,0.02432550071785071
3783,8,2,10,75,3-4,0.353086,0.02730564513909665,0.03466522418023544,0.02293567899342963
3794,5,3,4,48,3-4,1.173115,0.02730564513909665,0.03466522418023544,0.019812698162070597
3820,4,1,10,31,3-4,-0.031988,0.046262635908784364,0.05799156209254766,0.03357853045608564
3841,7,2,8,73,4-3,0.426266,0.035524105404837164,0.036317746271247967,0.013514861175749557
3891,4,3,10,26,3-4,-0.702108,0.046262635908784364,0.05799156209254766,0.0400206080743568
3930,13,1,10,48,3-4,0.590488,0.035524105404837164,0.036317746271247967,0.01366211959604597
4185,29,3,9,64,4-3,3.009306,0.007066130927046504,0.042331760004245836,0.01722471667856428
4228,7,3,4,76,4-3,1.409386,0.007066130927046504,0.042331760004245836,0.02488751113382523
4304,3,2,10,79,4-3,-0.315715,0.0656582180798903,0.040371172852227945,0.019755118083328266
4317,3,1,10,58,4-3,-0.112859,0.011854745019880705,0.03659961964607415,0.02665883094731101
4339,7,2,7,67,4-3,0.720293,0.0656582180798903,0.040371172852227945,0.027846709665011758
4363,6,2,5,42,4-3,0.459715,0.0656582180798903,0.040371172852227945,0.014819534188179164
4451,3,4,2,30,3-4,1.72299,0.04024106073619201,0.03986718748264072,0.0245389576078479
4510,11,1,10,37,3-4,0.635383,0.04024106073619201,0.03986718748264072,0.03031983932445552
4529,8,3,5,23,0-0,1.288632,0.04024106073619201,0.03986718748264072,0.02101477935481372
4621,5,1,10,54,3-4,0.011955,0.04642580956145555,0.03904400711263111,0.04167740949730993
4645,3,3,10,58,3-4,-0.909777,0.04642580956145555,0.03904400711263111,0.0400206080743568
4694,8,3,5,64,0-0,1.462564,0.020395248825219717,0.05300431051629475,0.02824899023256301
4707,4,2,16,26,3-4,-0.068998,0.02520849962944511,0.029556172413161892,0.02473374916108411
4713,1,2,5,54,3-4,-0.509078,0.02520849962944511,0.029556172413161892,0.02473374916108411
4772,8,3,9,25,0-0,-0.069247,0.02520849962944511,0.029556172413161892,0.02473374916108411
4779,15,1,10,25,3-4,0.712757,0.02520849962944511,0.029556172413161892,0.029925206505963517
5000,11,2,9,74,4-3,1.190054,0.02954692254945959,0.037711463390559655,0.028908153304785668
5095,2,2,3,68,4-3,-0.614121,0.005826642007296648,0.031765010644784576,0.013514861175749557
5141,4,1,10,63,4-3,-0.024822,0.046262635908784364,0.05799156209254766,0.011865152844796174
5318,7,3,6,71,3-4,1.595,0.043873864767647694,0.039822578434078174,0.019572916591597978
5349,4,3,3,24,0-0,0.913711,0.01625963808332278,0.0361047542210841,0.028845396758693402
5444,2,1,10,62,3-4,-0.28606,0.009620583780923406,0.034712080305243136,0.02612628009527837
5446,6,3,13,65,3-4,-0.613338,0.009620583780923406,0.034712080305243136,0.022474721682364345
5478,6,1,10,75,3-4,0.3279,0.0190038838273121,0.04132343770290404,0.01830240424322694
5493,2,2,7,38,3-4,-0.369389,0.0190038838273121,0.04132343770290404,0.01830240424322694
5784,6,3,7,72,3-4,-0.591113,0.015147672864145013,0.03651305666637595,0.023307443150193303
5797,12,3,6,36,4-3,1.751291,0.015147672864145013,0.03651305666637595,0.023307443150193303
5837,2,2,7,72,3-4,-0.503911,0.034504702145227065,0.03653071949347159,0.029048865156951577
5843,11,2,10,52,3-4,1.052669,0.034504702145227065,0.03653071949347159,0.03091325205964114
5876,13,2,7,71,4-3,1.115362,0.034504702145227065,0.03653071949347159,0.020571081334389847
5878,17,2,7,55,3-4,1.203971,0.034504702145227065,0.03653071949347159,0.020571081334389847
5923,4,2,4,26,3-4,0.346793,0.034504702145227065,0.03653071949347159,0.015285982227449537
5969,5,2,10,33,3-4,-0.098542,0.03796216075595333,0.03446802007773319,0.023828462571908987
5970,4,3,5,28,0-0,-0.231665,0.03796216075595333,0.03446802007773319,0.00869307766850871
6248,2,1,10,43,3-4,-0.306005,0.030967027012518366,0.03549909671984428,0.01793740484296605
6302,8,1,5,31,3-4,0.25267,0.04024106073619201,0.03986718748264072,0.027293058580808167
6311,10,3,9,55,3-4,1.869229,0.020395248825219717,0.05300431051629475,0.021647070015236334
6348,9,1,10,41,0-0,0.480046,0.04024106073619201,0.03986718748264072,0.031985387125643125
6360,20,1,10,72,3-4,1.10957,0.04024106073619201,0.03986718748264072,0.032883216239478374
6365,4,4,1,25,4-3,2.140921,0.04024106073619201,0.03986718748264072,0.03372318194614261
6385,5,3,6,71,3-4,-0.717002,0.020395248825219717,0.05300431051629475,0.028514688493334706
6396,5,2,13,71,3-4,-0.230679,0.020395248825219717,0.05300431051629475,0.016518386688119585
6400,7,1,15,31,4-3,0.045625,0.020395248825219717,0.05300431051629475,0.019088288869159822
6402,18,3,12,28,3-4,1.946667,0.020395248825219717,0.05300431051629475,0.023434721054742404
6410,7,1,10,52,3-4,0.327333,0.04024106073619201,0.03986718748264072,0.032883216239478374
6442,6,3,12,33,0-0,-0.534185,0.03191924748466482,0.034528580581803595,0.028848127351373872
6550,17,3,7,49,3-4,1.994658,0.03386908499876763,0.03974394314988115,0.010795887576295
6576,13,2,25,51,4-3,0.097154,0.03386908499876763,0.03974394314988115,0.008793640897895473
6658,1,2,10,27,0-0,-0.48682,0.04642580956145555,0.03904400711263111,0.021410243283687607
6796,9,3,6,28,4-3,1.414759,0.02730564513909665,0.03466522418023544,0.013523589361216578
6869,3,3,5,75,4-3,-1.04147,0.02730564513909665,0.03466522418023544,0.013523589361216578
6874,2,1,10,33,4-3,-0.302858,0.011854745019880705,0.03659961964607415,0.028908153304785668
6898,16,1,10,56,3-4,0.925475,0.007066130927046504,0.042331760004245836,0.009308128624227497
6909,21,1,10,21,4-3,1.784325,0.034504702145227065,0.03653071949347159,0.018294741085933673
6917,7,2,5,59,4-3,0.447463,0.034504702145227065,0.03653071949347159,0.018294741085933673
6923,11,3,6,76,0-0,1.694623,0.007066130927046504,0.042331760004245836,0.013190373575788809
6943,12,3,10,35,3-4,1.905816,0.007066130927046504,0.042331760004245836,0.0039070127846190465
6953,2,1,10,73,3-4,-0.322353,0.007066130927046504,0.042331760004245836,0.0109995524151127
6969,5,1,20,71,3-4,-0.244556,0.007066130927046504,0.042331760004245836,0.01531039345126537
6992,8,3,7,51,4-3,1.443695,0.034504702145227065,0.03653071949347159,0.01681989691978691
7022,4,1,10,56,4-3,-0.067537,0.046262635908784364,0.05799156209254766,0.013394956904818199
7140,1,3,4,46,4-3,-1.363525,0.023141448544722432,0.04219553610623163,0.011853977342424823
7146,9,2,14,40,3-4,0.349938,0.013113629576540367,0.029233425629286713,0.03752702285580617
7218,7,3,6,48,4-3,1.352334,0.023141448544722432,0.04219553610623163,0.011853977342424823
7231,6,3,13,45,3-4,-0.374793,0.013113629576540367,0.029233425629286713,0.03435590493564345
7239,3,1,10,64,4-3,-0.149181,0.023141448544722432,0.04219553610623163,0.01935025700180697
7300,9,2,12,46,4-3,0.319512,0.009620583780923406,0.034712080305243136,0.03597271252173496
7340,7,2,5,44,4-3,0.527966,0.009620583780923406,0.034712080305243136,0.03276526881606255
7428,1,2,10,69,0-0,-0.725628,0.02841837990600531,0.04269592179098982,0.020230151186828697
7521,7,2,7,60,3-4,0.612588,0.02954692254945959,0.037711463390559655,0.011300498244572554
7541,8,3,9,51,0-0,0.208624,0.015147672864145013,0.03651305666637595,0.008539346730574288
7556,20,1,10,41,0-0,1.339893,0.02954692254945959,0.037711463390559655,0.01174455017422264
7596,13,3,9,74,0-0,1.94887,0.015147672864145013,0.03651305666637595,0.021662320814088584
7602,9,3,6,71,0-0,1.711492,0.02954692254945959,0.037711463390559655,0.014756573630072635
7610,5,1,10,75,3-4,0.138211,0.015147672864145013,0.03651305666637595,0.025583758583297322
7645,7,3,2,59,3-4,1.001163,0.0656582180798903,0.040371172852227945,0.032459789714809034
7721,11,2,15,55,3-4,0.564932,0.0656582180798903,0.040371172852227945,0.03142921954827857
7756,4,1,10,45,4-3,-0.09939,0.01625963808332278,0.0361047542210841,0.033204244221813325
7798,3,3,2,67,3-4,0.990912,0.033768230363296674,0.03717675303231835,0.022527157183145213
7881,18,2,10,31,4-3,1.490302,0.015147672864145013,0.03651305666637595,0.024762944530582778
7900,6,1,10,66,4-3,0.310598,0.015147672864145013,0.03651305666637595,0.018343878720274612
8007,1,3,4,31,3-4,-0.910983,0.011854745019880705,0.03659961964607415,0.014639471230690933
8096,8,2,7,40,3-4,0.736797,0.034504702145227065,0.03653071949347159,0.028797595026411136
8149,16,1,10,34,3-4,1.057011,0.04024106073619201,0.03986718748264072,0.022271752235052362
8186,5,1,10,29,4-3,0.098955,0.04024106073619201,0.03986718748264072,0.03318354773848181
8205,21,3,4,55,4-3,1.935093,0.04024106073619201,0.03986718748264072,0.029090841325356425
8256,9,1,10,50,3-4,0.472813,0.030967027012518366,0.03549909671984428,0.0069216136054144825
8323,12,1,10,34,4-3,0.6919,0.043873864767647694,0.039822578434078174,0.004940657231527349
8364,20,3,9,43,0-0,2.626737,0.030967027012518366,0.03549909671984428,0.00164420774298509
8446,6,1,10,29,4-3,0.24957,0.04829315624473296,0.045690494697898404,0.019486831666186085
8549,7,3,5,70,3-4,1.392458,0.007066130927046504,0.042331760004245836,0.02801278866548924
8550,4,1,10,63,3-4,-0.024822,0.007066130927046504,0.042331760004245836,0.03263126638546034
8571,6,2,16,52,3-4,-0.28078,0.007066130927046504,0.042331760004245836,0.04205667890860322
8588,4,4,4,37,3-4,2.179286,0.007066130927046504,0.042331760004245836,0.02801278866548924
8631,5,3,6,60,0-0,-0.481967,0.04642580956145555,0.03904400711263111,0.02824899023256301
8641,3,1,10,32,3-4,-0.161301,0.04642580956145555,0.03904400711263111,0.031226034874241054
8661,5,1,10,70,4-3,0.111694,0.02520849962944511,0.029556172413161892,0.002108483545559782
8746,5,2,6,51,3-4,0.375566,0.03732296859373035,0.03967516837635983,0.021516907794014127
8789,13,2,10,28,3-4,1.179938,0.03386908499876763,0.03974394314988115,0.022798525308931908
8813,1,3,15,61,0-0,-0.642815,0.03386908499876763,0.03974394314988115,0.023883400532009536
9001,16,3,9,68,0-0,2.152373,0.0190038838273121,0.04132343770290404,0.035231684606271706
9038,8,1,10,68,3-4,0.608161,0.0190038838273121,0.04132343770290404,0.030039989388928757
9081,3,1,10,54,3-4,-0.202346,0.0190038838273121,0.04132343770290404,0.03142921954827857
9082,6,2,22,66,3-4,-1.223043,0.0190038838273121,0.04132343770290404,0.033449356056388456
9164,5,1,10,50,4-3,0.03208,0.005826642007296648,0.031765010644784576,0.022322291774015554
9206,1,3,6,71,0-0,-1.138471,0.02730564513909665,0.03466522418023544,0.02576434553294834
9216,8,2,5,47,0-0,0.622679,0.005826642007296648,0.031765010644784576,0.031119002633395926
9388,17,2,10,28,0-0,1.266813,0.046262635908784364,0.05799156209254766,0.019198742660131468
9428,13,1,10,46,0-0,0.589964,0.046262635908784364,0.05799156209254766,0.01925891458589122
9437,5,1,10,65,3-4,0.13977,0.009620583780923406,0.034712080305243136,0.011938329501527328
9622,4,3,15,51,0-0,-0.553007,0.020395248825219717,0.05300431051629475,0.03134995244049478
9693,1,1,10,45,3-4,-0.430851,0.020395248825219717,0.05300431051629475,0.022994758440699436
9734,4,1,10,43,3-4,-0.088568,0.0656582180798903,0.040371172852227945,0.014762185871178097
9735,16,2,6,39,4-3,1.391119,0.0656582180798903,0.040371172852227945,0.02632945016954144
9794,9,1,10,27,3-4,0.525431,0.0656582180798903,0.040371172852227945,0.03100961328017658
9821,3,2,9,51,4-3,-0.434328,0.02954692254945959,0.037711463390559655,0.023953377001185973
9838,8,1,10,75,4-3,0.880613,0.007066130927046504,0.042331760004245836,0.02576434553294834
9850,5,1,10,30,4-3,0.105825,0.007066130927046504,0.042331760004245836,0.028848127351373872
9894,4,2,10,75,0-0,-0.233507,0.007066130927046504,0.042331760004245836,0.027265334186590547
9895,11,3,6,71,0-0,1.7865,0.007066130927046504,0.042331760004245836,0.026648942874390028
9924,1,1,10,78,4-3,-0.570575,0.007066130927046504,0.042331760004245836,0.028848127351373872
9926,10,3,8,76,0-0,1.893433,0.007066130927046504,0.042331760004245836,0.026717768364786666
9935,5,1,10,75,3-4,0.145501,0.007066130927046504,0.042331760004245836,0.0249882323039278
9952,39,1,10,44,0-0,2.19155,0.007066130927046504,0.042331760004245836,0.02576434553294834
10000,15,3,12,61,4-3,2.784933,0.0190038838273121,0.04132343770290404,0.026294641761007567
10431,13,1,10,28,4-3,0.768614,0.04829315624473296,0.045690494697898404,0.027846709665011758
10455,9,3,7,62,0-0,1.60898,0.04686992018389902,0.048033463686989276,0.02398467517334527
10566,5,1,10,75,4-3,0.138211,0.03796216075595333,0.03446802007773319,0.021725481500842105
10692,13,1,15,65,3-4,0.870609,0.020395248825219717,0.05300431051629475,0.012609348498853992
10725,4,2,8,51,3-4,-0.200624,0.034504702145227065,0.03653071949347159,0.029419955675192958
10817,10,3,11,21,4-3,-0.024522,0.023141448544722432,0.04219553610623163,0.034653978445815296
11074,8,1,10,45,0-0,0.468745,0.03386908499876763,0.03974394314988115,0.02261320964806061
11094,24,1,10,46,3-4,1.475937,0.03386908499876763,0.03974394314988115,0.026957010370154227
11104,15,2,11,50,3-4,1.278109,0.009620583780923406,0.034712080305243136,0.014958306615329339
11120,9,3,6,39,0-0,-2.74327,0.009620583780923406,0.034712080305243136,0.021410243283687607
11154,15,1,10,70,0-0,0.764826,0.009620583780923406,0.034712080305243136,0.013517950716893237
11156,6,2,17,62,0-0,-0.664888,0.009620583780923406,0.034712080305243136,0.03087445511653825
11192,9,2,10,49,4-3,0.804673,0.04024106073619201,0.03986718748264072,0.02665883094731101
11207,6,1,10,63,3-4,0.237109,0.04024106073619201,0.03986718748264072,0.017518515835793697
11272,3,3,13,29,0-0,-0.574013,0.0656582180798903,0.040371172852227945,0.028510869763574455
11285,3,2,5,60,0-0,-0.195965,0.04024106073619201,0.03986718748264072,0.016337948549158335
11395,5,3,4,56,0-0,1.008509,0.046262635908784364,0.05799156209254766,0.02267304462442369
11453,4,2,8,45,3-4,-0.272027,0.043873864767647694,0.039822578434078174,0.012346492667484658
